Facility Name,Activity Date,Service,Violation Description,Grade,Location
EL AGAVERO,8/13/2012,111,Adequate handwashing facilities supplied & accessi,G,"2071 MOUNTAIN BLVD
OAKLAND, CA
(37.82611660881787, -122.20943460341607)"
EL CABALLO WRAPS,10/3/2012,111,Adequate handwashing facilities supplied & accessi,G,"1108 LINCOLN AVE
ALAMEDA, CA
(37.77482827348689, -122.26523753533411)"
EL CALABOZO,8/15/2012,111,Adequate handwashing facilities supplied & accessi,G,"3010 FOOTHILL BLVD
OAKLAND, CA
(37.783983371745194, -122.22333812198906)"
EL DORADO MEXICAN RESTAURANT,8/15/2012,111,Adequate handwashing facilities supplied & accessi,G,"386 WINTON AVE
HAYWARD, CA
(37.662788022216446, -122.08496139017612)"
EL GRULLENSE,10/24/2012,111,Food storage food storage containers identified,G,"1925 B ST
HAYWARD, CA
(37.68300749429534, -122.06511140415398)"
EL GRULLENSE #2 (REST),9/4/2012,111,Demonstration of knowledge food manager certifica,G,"1457 FRUITVALE AVE
OAKLAND, CA
(37.778398581943236, -122.22547850841875)"
EL HUARACHE AZTECA,11/27/2012,111,Demonstration of knowledge food manager certifica,G,"3842 INTERNATIONAL BLVD
OAKLAND, CA
(37.774531497217254, -122.21932714573836)"
EL JARRITO,9/12/2012,111,Hot and cold water available,G,"828 MAIN ST
PLEASANTON, CA
(37.66436885908687, -121.87407519422044)"
EL LATINO MARKET,8/29/2012,111,"Floors, walls and ceilings: built, maintained, and",G,"2118 INTERNATIONAL BLVD
OAKLAND, CA
(37.784936653096224, -122.23841975242038)"
EL MEX-CAL TAQUERIA,8/29/2012,111,Proper hot and cold holding temperatures,G,"34169 FREMONT BLVD
FREMONT, CA
(37.576149883981856, -122.04332950030073)"
EL PASTORSITO,7/23/2012,111,Hot and cold water available,G,"507 W TENNYSON RD
HAYWARD, CA
(37.63252148688691, -122.06738705711085)"
EL RANCHO STEAK HOUSE,9/13/2012,111,Food contact surfaces: clean and sanitized,G,"3240 CASTRO VALLEY BLVD
CASTRO VALLEY, CA
(37.69562168357098, -122.07918692624187)"
EL RANCHO SUPERMERCADO,8/23/2012,111,Adequate handwashing facilities supplied & accessi,G,"22291 REDWOOD RD
CASTRO VALLEY, CA
(37.684332432399465, -122.07359219581706)"
EL RANCHO SUPERMERCADO TAQUERIA,8/23/2012,111,Adequate handwashing facilities supplied & accessi,G,"22291 REDWOOD RD
CASTRO VALLEY, CA
(37.684332432399465, -122.07359219581706)"
EL SENOR BURRITO #3,9/17/2012,111,"Toxic substances properly identified, stored, used",G,"430 13TH ST
OAKLAND, CA
(37.80334490301013, -122.27075666942069)"
EL TENANPA,11/20/2012,111,Adequate handwashing facilities supplied & accessi,G,"656 E 14TH ST
SAN LEANDRO, CA
(37.73028809566408, -122.15997266044783)"
EL TORITO,7/26/2012,111,"Approved thawing methods used, frozen food",G,"5 MONARCH BAY DR
SAN LEANDRO, CA
(37.69699666982511, -122.1876772604018)"
EL TRIUNFO,11/8/2012,111,Food contact surfaces: clean and sanitized,G,"499 W A ST
HAYWARD, CA
(37.66626387361386, -122.10999481984435)"
EL YOGURT CALIFORNIAS,10/25/2012,131,"Equipment, utensils and linens: storage and use",G,"2170 WASHINGTON AVE
SAN LEANDRO, CA
(37.7169537062276, -122.15104367172677)"
ELEANOR MURRAY-FALLON MIDDLE SCHOOL,10/30/2012,111,Demonstration of knowledge food manager certifica,G,"3601 KOHNEN WAY
DUBLIN, CA
(37.71492486535828, -121.86496716090949)"
ELEPHANT BAR,10/1/2012,111,"Floors, walls and ceilings: built, maintained, and",G,"39233 FREMONT BLVD
FREMONT, CA
(37.54691570612174, -121.98520007684591)"
ELEPHANT BAR RESTAURANT,9/26/2012,111,Adequate handwashing facilities supplied & accessi,G,"7202 AMADOR PLZ
DUBLIN, CA
(37.704059999569495, -121.91646000002885)"
ELIOS FAMILY RESTAURANT,8/21/2012,111,"Proper eating, tasting, drinking or tobacco use",G,"260 FLORESTA BLVD
SAN LEANDRO, CA
(37.70169140340304, -122.14233805715003)"
ELITE CAFE AT MISSION HILLS,10/15/2012,111,Adequate handwashing facilities supplied & accessi,G,"275 INDUSTRIAL PKWY
HAYWARD, CA
(37.62772295825284, -122.04926992179065)"
ELVE BBQ,8/22/2012,111,Adequate handwashing facilities supplied & accessi,G,"3214 MARTIN LUTHER KING JR WAY
OAKLAND, CA
(37.82177631025953, -122.2703589288691)"
EMERY BAY,11/14/2012,111,"Food in good condition, safe and unadulterated",G,"5959 SHELLMOUND ST
EMERYVILLE, CA
(37.84163120669185, -122.2930657339099)"
EMIL VILLA'S HAYWARD,7/5/2012,111,Proper hot and cold holding temperatures,G,"24047 MISSION BLVD
HAYWARD, CA
(37.66718401742078, -122.07957903355071)"
EMIL'S BURGER & BREAKFAST,10/25/2012,111,Proper hot and cold holding temperatures,G,"3301 E 12TH ST
OAKLAND, CA
(37.77616826331058, -122.22498388130265)"
ENCINAL LIQUOR GROCERY,8/29/2012,111,Demonstration of knowledge food manager certifica,G,"2172 ENCINAL AVE
ALAMEDA, CA
(37.76431519896437, -122.24835726084416)"
EPICUREAN AT VF OUTDOOR,7/25/2012,111,Adequate handwashing facilities supplied & accessi,G,"2701 HARBOR BAY PKWY
ALAMEDA, CA
(37.7665800003669, -122.2447399995512)"
ERIKS DELI,8/8/2012,111,Proper hot and cold holding temperatures,G,"4247 ROSEWOOD DR
PLEASANTON, CA
(37.700435635993024, -121.8760585130634)"
ESTRELLITA'S CAFE,10/15/2012,111,Proper hot and cold holding temperatures,G,"446 E 12TH ST
OAKLAND, CA
(37.79548910768863, -122.25516799201111)"
ESTUDILLO ESTATE WINE & SPIRITS,9/13/2012,111,Proper hot and cold holding temperatures,G,"1111 MACARTHUR BLVD
SAN LEANDRO, CA
(37.7317591718941, -122.13953537919859)"
ESTUDILLO PRODUCE,10/15/2012,111,"Proper eating, tasting, drinking or tobacco use",G,"1305 MACARTHUR BLVD
SAN LEANDRO, CA
(37.7286750669432, -122.13877487157396)"
EVIE'S,10/10/2012,111,Premises personal/cleaning items vermin-proofing,G,"7138 VILLAGE PKWY
DUBLIN, CA
(37.70945437985458, -121.92661701396297)"
EXECUTIVE INN,10/16/2012,111,Thermometers provided and accurate,G,"1755 EMBARCADERO DR
OAKLAND, CA
(37.784680425149446, -122.2438294492669)"
EXPRESS LIQUOR & MARKET,11/16/2012,111,Proper hot and cold holding temperatures,G,"4363 FIRST ST
PLEASANTON, CA
(37.661092698835816, -121.87222699544061)"
EXTENDED STAY AMERICA #9839,11/20/2012,111,Signs posted last inspection report available,G,"4555 CHABOT DR
PLEASANTON, CA
(37.6897393192874, -121.90151681532991)"
EXTREME PITA,9/17/2012,111,Demonstration of knowledge food manager certifica,G,"4555 HOPYARD RD
PLEASANTON, CA
(37.68871207200836, -121.90355428662225)"
EXTREME PIZZA,9/25/2012,111,Proper hot and cold holding temperatures,G,"5829 JARVIS AVE
NEWARK, CA
(37.55249815158802, -122.04766496570487)"
EZ LIQUORS,11/8/2012,111,Adequate handwashing facilities supplied & accessi,G,"901 LINCOLN AVE
ALAMEDA, CA
(37.775053103994196, -122.27007588785176)"
F.M. SMITH RECREATION CENTER,11/7/2012,111,Demonstration of knowledge food manager certifica,G,"1969 PARK BLVD
OAKLAND, CA
(37.80037428039416, -122.24878982067813)"
FAIRMONT CAFE KITCHEN,10/24/2012,111,Equipment/Utensils - approved installed clean g,G,"15400 FOOTHILL BLVD
SAN LEANDRO, CA
(37.7064887924804, -122.11819838354359)"
FAIRVIEW ELEMENTARY,11/14/2012,111,Equipment/Utensils - approved installed clean g,G,"23515 MAUD AVE
HAYWARD, CA
(37.68093006040766, -122.05216116693208)"
FAIRWAY DONUTS,9/13/2012,111,Nonfood-contact surfaces clean,G,"31125 MISSION BLVD
HAYWARD, CA
(37.6198278916473, -122.03571222409617)"
"FALAFEL, ETC.",8/6/2012,111,Food contact surfaces: clean and sanitized,G,"39200 FREMONT BLVD
FREMONT, CA
(37.54712152837089, -121.98534266708391)"
FANTASIA TEA CAFE,9/27/2012,111,Demonstration of knowledge food manager certifica,G,"39055 CEDAR BLVD
NEWARK, CA
(37.524391655064555, -122.00699478935243)"
FARLEY'S EAST,8/8/2012,111,Proper hot and cold holding temperatures,G,"33 GRAND AVE
OAKLAND, CA
(37.811386326070945, -122.26628062172682)"
FAST & EASY MARKET,11/21/2012,111,Adequate handwashing facilities supplied & accessi,G,"14222 E 14TH ST
SAN LEANDRO, CA
(37.7122943745126, -122.13851801934291)"
FAST 'N' EASY MART LIVERMORE,10/19/2012,111,Adequate handwashing facilities supplied & accessi,G,"3670 EAST AVE
LIVERMORE, CA
(37.67995879261605, -121.75593348370097)"
FAT CAT CAFE,8/24/2012,111,Proper cooking time & temperatures,G,"1720 TELEGRAPH AVE
OAKLAND, CA
(37.80711474517156, -122.27012140273045)"
FAT FISH PLEASANTON,10/10/2012,111,Demonstration of knowledge food manager certifica,G,"3657 OLD SANTA RITA RD
PLEASANTON, CA
(37.69668112901564, -121.87880470844786)"
FAZ RESTAURANT & CATERING,9/19/2012,111,Demonstration of knowledge food manager certifica,G,"5121 HOPYARD RD
PLEASANTON, CA
(37.696177209440286, -121.90340248158077)"
FEEL GOOD BAKERY INC,11/7/2012,111,Nonfood-contact surfaces clean,G,"1650 PARK ST
ALAMEDA, CA
(37.7679034938613, -122.23966981004111)"
FERNANDES STEIN LOUNGE,7/23/2012,111,Proper hot and cold holding temperatures,G,"939 B ST
HAYWARD, CA
(37.67242247401049, -122.08335864812847)"
FERNANDO'S MEXICAN RESTAURANT,9/6/2012,111,Proper hot and cold holding temperatures,G,"348 ST MARY'S ST
PLEASANTON, CA
(37.66263646373205, -121.87561170130967)"
FIJI SWEETS AND SNACKS,8/8/2012,111,"No rodents, insects, birds, or animals",G,"26661 MISSION BLVD
HAYWARD, CA
(37.64658077670368, -122.06350305672728)"
FILIGREE LLC,8/22/2012,111,Hot and cold water available,G,"1987 SANTA RITA RD
PLEASANTON, CA
(37.67901450448528, -121.87485982885556)"
FIRST HUNAN CHEF WONG,10/10/2012,111,Proper hot and cold holding temperatures,G,"239 MAIN ST
PLEASANTON, CA
(37.657700572390866, -121.87745886952024)"
FIRST STREET ALEHOUSE,11/29/2012,111,Proper hot and cold holding temperatures,G,"2106 FIRST ST
LIVERMORE, CA
(37.68134703802668, -121.76979525900101)"
FIVE GUYS BURGERS & FRIES,7/18/2012,111,Equipment/Utensils - approved installed clean g,G,"43518 CHRISTY ST
FREMONT, CA
(37.503579379287594, -121.96873970021386)"
FIVE GUYS BURGERS AND FRIES,9/11/2012,111,Wiping cloths: properly used and stored,G,"19621 HESPERIAN BLVD
HAYWARD, CA
(37.66768146552588, -122.11951753239849)"
FIVE STAR,8/14/2012,111,Hot and cold water available,G,"210 MARINA BLVD
SAN LEANDRO, CA
(37.71697316021083, -122.15130615751272)"
FIVE STAR PIZZA & DELI,10/9/2012,111,"Proper eating, tasting, drinking or tobacco use",G,"3109 TELEGRAPH AVE
OAKLAND, CA
(37.820136117323045, -122.2669102743086)"
FLAKY CREAM DONUTS,8/6/2012,131,Adequate handwashing facilities supplied & accessi,G,"6700 SANTA RITA RD
PLEASANTON, CA
(37.69947408065184, -121.87204495090384)"
FLAVORS OF INDIA,8/14/2012,111,Adequate handwashing facilities supplied & accessi,G,"1337 PARK ST
ALAMEDA, CA
(37.763473121140926, -122.24352771671788)"
FLIPPER'S,9/10/2012,111,Demonstration of knowledge food manager certifica,G,"2060 MOUNTAIN BLVD
OAKLAND, CA
(37.82640872517713, -122.20925240878596)"
FLORA,7/25/2012,111,Proper hot and cold holding temperatures,G,"1900 TELEGRAPH AVE
OAKLAND, CA
(37.80812530694166, -122.26986241596029)"
FLYERS,11/21/2012,111,Adequate handwashing facilities supplied & accessi,G,"14880 E 14TH ST
SAN LEANDRO, CA
(37.70681254841094, -122.1307439258523)"
FONTINA RISTORANTE,9/18/2012,111,Proper hot and cold holding temperatures,G,"349 MAIN ST
PLEASANTON, CA
(37.6592294198407, -121.87659552037212)"
FOOD COMA CAFE,11/28/2012,111,Demonstration of knowledge food manager certifica,G,"815 WASHINGTON ST
OAKLAND, CA
(37.8008050104434, -122.2749956524607)"
FOOD MAXX #416/,8/29/2012,111,"No rodents, insects, birds, or animals",G,"699 LEWELLING BLVD
SAN LEANDRO, CA
(37.686658741734334, -122.13858601394782)"
FOOD MAXX (BAKERY),7/30/2012,111,Adequate handwashing facilities supplied & accessi,G,"30073 INDUSTRIAL PKWY
UNION CITY, CA
(37.5883900001985, -122.0259199999079)"
FOOD MAXX SUPERMARKET #417,11/26/2012,111,Proper hot and cold holding temperatures,G,"10950 INTERNATIONAL BLVD
OAKLAND, CA
(37.73669701944459, -122.16473829855983)"
FOOD SOURCE,7/23/2012,111,Nonfood-contact surfaces clean,G,"26905 MISSION BLVD
HAYWARD, CA
(37.645733950758604, -122.06282754548049)"
FOODNET SUPERMARKET,10/31/2012,111,Proper hot and cold holding temperatures,G,"1960 LEWELLING BLVD
SAN LEANDRO, CA
(37.68003073837838, -122.15453998674758)"
FOOTHILL MARKET,10/10/2012,111,Adequate handwashing facilities supplied & accessi,G,"1906 FOOTHILL BLVD
OAKLAND, CA
(37.788092342914496, -122.23930498781198)"
FORBIDDEN ISLAND,10/24/2012,111,Proper hot and cold holding temperatures,G,"1304 LINCOLN AVE
ALAMEDA, CA
(37.77472606101444, -122.26320243400741)"
FORMOSA CAFE,9/4/2012,111,Proper hot and cold holding temperatures,G,"3550 STANLEY BLVD
PLEASANTON, CA
(37.668541802705555, -121.86322860568961)"
FORNO VECCHIO RESTAURANT,10/31/2012,111,Equipment/Utensils - approved installed clean g,G,"680 MAIN ST
PLEASANTON, CA
(37.66265583677233, -121.87481486275414)"
FOSTERS FREEZE,10/30/2012,111,Adequate handwashing facilities supplied & accessi,G,"2601 ALVARADO ST
SAN LEANDRO, CA
(37.710913456864546, -122.1557900443683)"
FOUR CORNERS CAFE,9/10/2012,111,Adequate handwashing facilities supplied & accessi,G,"862 SAN PABLO AVE
ALBANY, CA
(37.890939150580685, -122.29923839642868)"
FOUR POINTS HOTEL BY SHERATON,11/14/2012,131,Equipment/Utensils - approved installed clean g,G,"1603 POWELL ST
EMERYVILLE, CA
(37.838671144346904, -122.29349423349476)"
FOX THEATER OAKLAND,8/30/2012,111,Adequate handwashing facilities supplied & accessi,G,"1807 TELEGRAPH AVE
OAKLAND, CA
(37.80772749591145, -122.2701017012165)"
FRANCIS DONUTS INC,9/28/2012,111,Wiping cloths: properly used and stored,G,"4374 THORNTON AVE
FREMONT, CA
(37.55625615120893, -122.01489649963975)"
FRANKIE JOHNNY & LUIGI TOO,11/7/2012,111,Proper hot and cold holding temperatures,G,"11891 DUBLIN BLVD
DUBLIN, CA
(37.70152453487867, -121.93769545904274)"
FRATELLANZA CLUB,11/1/2012,111,Adequate handwashing facilities supplied & accessi,G,"1140 66TH ST
OAKLAND, CA
(37.848905429040315, -122.28660542675027)"
FREMONT ELKS #2121 B.P.O.E.,11/8/2012,111,Food contact surfaces: clean and sanitized,G,"38991 FARWELL DR
FREMONT, CA
(37.53343304579701, -122.00091256231856)"
FREMONT HILLS ASSISTED LIVING,11/29/2012,111,Nonfood-contact surfaces clean,G,"35490 MISSION BLVD
FREMONT, CA
(37.58686305437749, -121.99814754343684)"
FRESH AND EASY NEIGHBORHOD MKT#1271,9/18/2012,111,Proper hot and cold holding temperatures,G,"3903 SANTA RITA RD
PLEASANTON, CA
(37.69483865671181, -121.8781165496747)"
FRESH CHOICE #19,9/4/2012,111,Adequate handwashing facilities supplied & accessi,G,"15555 E 14TH ST
SAN LEANDRO, CA
(37.70262696326604, -122.12492304842067)"
FRESH FUEL,11/29/2012,111,Equipment/Utensils - approved installed clean g,G,"501 14TH ST
OAKLAND, CA
(37.804810926045086, -122.27250555490612)"
FRESHBERRY FROZEN YOGURT,7/11/2012,111,Personal cleanliness and hair restraints,G,"5625 AUTO MALL PKWY
FREMONT, CA
(37.504262378212864, -121.97501210001398)"
FRODO JOE'S COFFEE AND TEA,9/25/2012,111,Food separated and protected,G,"17665 HESPERIAN BLVD
SAN LORENZO, CA
(37.67392779327593, -122.1234492349094)"
FRUITS & CHOCOLATE,9/17/2012,111,Proper hot and cold holding temperatures,G,"2228 SOUTH SHORE CTR
ALAMEDA, CA
(37.75699892356193, -122.25331530700095)"
FRUITVALE HEALTH CARE CENTER,10/10/2012,111,Demonstration of knowledge food manager certifica,G,"3020 E 15TH ST
OAKLAND, CA
(37.77932488363342, -122.22700735586858)"
FRY'S CAFETERIA,11/14/2012,111,Equipment/Utensils - approved installed clean g,G,"43800 OSGOOD RD
FREMONT, CA
(37.515729841161665, -121.94365939510706)"
FUDGELATO,8/10/2012,111,Proper hot and cold holding temperatures,G,"2353 SANTA CLARA AVE
ALAMEDA, CA
(37.7656759049381, -122.2425268070855)"
FULL HOUSE,10/2/2012,111,"Warewashing facilities: installed, maintained, use",G,"39933 MISSION BLVD
FREMONT, CA
(37.55756567413524, -121.95230217003692)"
FUSE BOX,8/22/2012,111,Proper hot and cold holding temperatures,G,"2311 MAGNOLIA ST
OAKLAND, CA
(37.81673755920649, -122.28480218684535)"
GALA BAKERY & PARTY SHOPPE,8/7/2012,111,"Food in good condition, safe and unadulterated",G,"18070 HESPERIAN BLVD
SAN LORENZO, CA
(37.67300391315629, -122.12247377823815)"
GALLAGHER'S DUBLIN PUB,10/8/2012,111,Nonfood-contact surfaces clean,G,"7821 AMADOR VALLEY BLVD
DUBLIN, CA
(37.70640826242844, -121.93447117392805)"
GANESH BHAVAN,10/26/2012,111,Food contact surfaces: clean and sanitized,G,"39742 CEDAR BLVD
NEWARK, CA
(37.520396228586606, -121.9955732816563)"
GARDEN OF EDEN,9/27/2012,111,Food contact surfaces: clean and sanitized,G,"20130 LAKE CHABOT RD
CASTRO VALLEY, CA
(37.69809432166206, -122.08718483775708)"
GARFIELD ELEM. SCH. CAF,10/25/2012,111,"Toilet facilities: properly constructed, supplied,",G,"1640 22ND AVE
OAKLAND, CA
(37.7867064361878, -122.23577914122274)"
GARFIELD ELEMENTARY SCHOOL,9/27/2012,111,"Equipment, utensils and linens: storage and use",G,"13050 AURORA DR
SAN LEANDRO, CA
(37.7045372636768, -122.186411959466)"
GARLEX PIZZA,10/16/2012,111,Hot and cold water available,G,"7994 AMADOR VALLEY BLVD
DUBLIN, CA
(37.70570527814099, -121.93592009429882)"
GARLEX PIZZA & RIBS,9/18/2012,111,Signs posted last inspection report available,G,"2566 OLD FIRST ST
LIVERMORE, CA
(37.68456306591126, -121.76556546445195)"
GARRE' VINEYARD & WINERY,9/21/2012,131,Proper hot and cold holding temperatures,G,"7986 TESLA RD
LIVERMORE, CA
(37.66509299947171, -121.69685701959622)"
GATERS,10/22/2012,111,Signs posted last inspection report available,G,"3846 MOWRY AVE
FREMONT, CA
(37.54944588536134, -121.98757755935716)"
GATEWAY LIQUORS,8/31/2012,111,Food storage food storage containers identified,G,"5944 SAN PABLO AVE
OAKLAND, CA
(37.84282601212226, -122.28356571829124)"
GAY 90'S PIZZA,10/10/2012,111,Equipment/Utensils - approved installed clean g,G,"288 MAIN ST
PLEASANTON, CA
(37.65860736420326, -121.87682703229265)"
GENE'S FINE FOODS,7/10/2012,111,Demonstration of knowledge food manager certifica,G,"2803 HOPYARD RD
PLEASANTON, CA
(37.67489560959109, -121.89535537790334)"
GENERAL NUTRITION CENTER #1031,9/17/2012,111,Adequate handwashing facilities supplied & accessi,G,"2215 SOUTH SHORE CTR
ALAMEDA, CA
(37.75723979442495, -122.25353558107139)"
GENERAL NUTRITION CENTER #1256,10/5/2012,111,Signs posted last inspection report available,G,"80 BAYFAIR MALL
SAN LEANDRO, CA
(37.70151773186519, -122.12621844790294)"
GENERAL NUTRITION CENTER #578,10/31/2012,111,Equipment/Utensils - approved installed clean g,G,"699 LEWELLING BLVD
SAN LEANDRO, CA
(37.686658741734334, -122.13858601394782)"
GENERAL NUTRITION CENTER #6469,8/8/2012,111,Adequate handwashing facilities supplied & accessi,G,"1291 WASHINGTON AVE
SAN LEANDRO, CA
(37.72462783399081, -122.15681558825023)"
GENGHIS ASIAN FUSION,8/15/2012,111,Adequate handwashing facilities supplied & accessi,G,"20855 REDWOOD RD
CASTRO VALLEY, CA
(37.694869551861814, -122.07395173970201)"
GENGHIS KHAN KITCHEN,9/21/2012,111,Personal cleanliness and hair restraints,G,"1540 PARK ST
ALAMEDA, CA
(37.76615166974157, -122.24109978916508)"
GENJI JAPANESE RESTAURANT,7/25/2012,111,"Proper eating, tasting, drinking or tobacco use",G,"300 FRANK H OGAWA PLZ
OAKLAND, CA
(37.80539622926278, -122.27127198615074)"
GETWELL PHARMACY,11/20/2012,111,Nonfood-contact surfaces clean,G,"699 E 14TH ST
SAN LEANDRO, CA
(37.729845671162245, -122.15981017021657)"
GHIRARDELLI CHOCOLATE,10/17/2012,111,Signs posted last inspection report available,G,"1111 139TH AVE
SAN LEANDRO, CA
(37.7103378907658, -122.14391000036125)"
GIANT BURGERS,8/2/2012,111,Proper hot and cold holding temperatures,G,"24134 MISSION BLVD
HAYWARD, CA
(37.665929368958984, -122.07840338374706)"
GIANT BURRITO,8/9/2012,111,Proper cooling methods,G,"2540 SAN PABLO AVE
OAKLAND, CA
(37.81569400940081, -122.27479113924403)"
GIMANELLI'S DELI,9/24/2012,111,Demonstration of knowledge food manager certifica,G,"915 MAIN ST
PLEASANTON, CA
(37.66570453845162, -121.87371768987839)"
GIRASOLE,8/7/2012,111,Proper hot and cold holding temperatures,G,"3180 SANTA RITA RD
PLEASANTON, CA
(37.691317229846106, -121.87833121188868)"
GLEN'S HOT DOGS,7/31/2012,111,Food contact surfaces: clean and sanitized,G,"3506 MACARTHUR BLVD
OAKLAND, CA
(37.793525178476045, -122.200378430581)"
GODIVA CHOCOLATIER #231,11/9/2012,111,"Warewashing facilities: installed, maintained, use",G,"1372 STONERIDGE MALL RD
PLEASANTON, CA
(37.65803000018451, -121.87721999990293)"
GOLD CHOPSTICKS RESTAURANT,8/28/2012,111,Demonstration of knowledge food manager certifica,G,"3170 SANTA RITA RD
PLEASANTON, CA
(37.69139170976179, -121.87830181510535)"
GOLD COAST GRILL,11/19/2012,111,Food contact surfaces: clean and sanitized,G,"1901 PARK ST
ALAMEDA, CA
(37.76983834283613, -122.23818612718472)"
